area,week_no,year,date,events,weekly_total,weekly_total_pc
Roscommon County,10,2020,2020-03-04,Pre-restrictions,373026,1.0706247363088695
Roscommon County,11,2020,2020-03-11,Pre-restrictions,289961,0.8322192532554195
Roscommon County,12,2020,2020-03-18,School Shutdown,242272,0.6953466946406481
Roscommon County,13,2020,2020-03-25,School Shutdown,154995,0.44485231861637853
Roscommon County,14,2020,2020-04-01,Full Restrictions,135760,0.38964580002812704
Roscommon County,15,2020,2020-04-08,Full Restrictions,118783,0.34091998427181064
Roscommon County,16,2020,2020-04-15,Full Restrictions,141250,0.4054026904388107
Roscommon County,17,2020,2020-04-22,Full Restrictions,148683,0.4267361998054067
Roscommon County,18,2020,2020-04-29,Full Restrictions,118586,0.34035457308585354
Roscommon County,19,2020,2020-05-06,Full Restrictions,172222,0.49429566125842733
Roscommon County,20,2020,2020-05-13,Full Restrictions,192927,0.5537212379347854
Roscommon County,21,2020,2020-05-20,Phase 1,221870,0.6367907605497978
Roscommon County,22,2020,2020-05-27,Phase 1,206522,0.5927403499809137
Roscommon County,23,2020,2020-06-03,Phase 1,253226,0.7267858526658993
Roscommon County,24,2020,2020-06-10,Phase 2,278120,0.7982343098395897
Roscommon County,25,2020,2020-06-17,Phase 2,296142,0.8499593879782675
Roscommon County,26,2020,2020-06-24,Phase 2,266000,0.7634486064192826
Roscommon County,27,2020,2020-07-01,Phase 3,351316,1.0083147015518672
Roscommon County,28,2020,2020-07-08,Phase 3,362247,1.039687847103631
Roscommon County,29,2020,2020-07-15,Phase 3,374869,1.0759143445104888
Roscommon County,30,2020,2020-07-22,Phase 3,371669,1.066730000373114
Roscommon County,31,2020,2020-07-29,Phase 3,326274,0.9364414684618233
Roscommon County,32,2020,2020-08-05,Phase 3,381723,1.0955860616097286
Roscommon County,33,2020,2020-08-12,Phase 3,385855,1.1074453459771139
Roscommon County,34,2020,2020-08-19,Phase 3,365613,1.0493486290931322
Roscommon County,35,2020,2020-08-26,Phase 3,314739,0.90333477795413
Roscommon County,36,2020,2020-09-02,Phase 3,357407,1.0257965265958515
Roscommon County,37,2020,2020-09-09,Phase 3,362891,1.0415361963612777
Roscommon County,38,2020,2020-09-16,Phase 3,360774,1.0354601786928956
Roscommon County,39,2020,2020-09-23,Phase 3,344371,0.9883818046662208
Roscommon County,40,2020,2020-09-30,Phase 3,331235,0.9506800719822972
Roscommon County,41,2020,2020-10-07,Level 3,279379,0.8018477752361381
Roscommon County,42,2020,2020-10-14,Level 3,300787,0.8632910375151757
Roscommon County,43,2020,2020-10-21,Level 5,229926,0.6599123469156389
Roscommon County,44,2020,2020-10-28,Level 5,239987,0.688788498905054
Roscommon County,45,2020,2020-11-04,Level 5,81234,0.23315031614234585
Sligo County,6,2020,2020-02-05,Pre-restrictions,290575,1
Sligo County,7,2020,2020-02-12,Pre-restrictions,297814,1.0249126731480684
Sligo County,8,2020,2020-02-19,Pre-restrictions,305342,1.0508199260087756
Sligo County,9,2020,2020-02-26,Pre-restrictions,265447,0.9135231867848232
Sligo County,10,2020,2020-03-04,Pre-restrictions,305390,1.0509851157188332
Sligo County,11,2020,2020-03-11,Pre-restrictions,233597,0.8039129312569905
Sligo County,12,2020,2020-03-18,School Shutdown,190622,0.6560165189710058
Sligo County,13,2020,2020-03-25,School Shutdown,118478,0.40773638475436635
Sligo County,14,2020,2020-04-01,Full Restrictions,103986,0.3578628581261292
Sligo County,15,2020,2020-04-08,Full Restrictions,90889,0.3127901574464424
Sligo County,16,2020,2020-04-15,Full Restrictions,109596,0.3771694054891164
Sligo County,17,2020,2020-04-22,Full Restrictions,114679,0.39466230749376235
Sligo County,18,2020,2020-04-29,Full Restrictions,89739,0.3088324873096447
Sligo County,19,2020,2020-05-06,Full Restrictions,131129,0.45127419771143423
Sligo County,20,2020,2020-05-13,Full Restrictions,146261,0.5033502538071066
Sligo County,21,2020,2020-05-20,Phase 1,168028,0.5782603458659554
Sligo County,22,2020,2020-05-27,Phase 1,152236,0.5239129312569905
Sligo County,23,2020,2020-06-03,Phase 1,190686,0.6562367719177493
Sligo County,24,2020,2020-06-10,Phase 2,213155,0.7335627634861912
Sligo County,25,2020,2020-06-17,Phase 2,224049,0.7710539447646907
Sligo County,26,2020,2020-06-24,Phase 2,200102,0.6886414867073906
Sligo County,27,2020,2020-07-01,Phase 3,265439,0.9134956551664802
Sligo County,28,2020,2020-07-08,Phase 3,283587,0.9759511313774413
Sligo County,29,2020,2020-07-15,Phase 3,293596,1.010396627376753
Sligo County,30,2020,2020-07-22,Phase 3,297979,1.0254805127763917
Sligo County,31,2020,2020-07-29,Phase 3,254937,0.8773535231867848
Sligo County,32,2020,2020-08-05,Phase 3,316236,1.0883111072872753
Sligo County,33,2020,2020-08-12,Phase 3,312912,1.0768717198657833
Sligo County,34,2020,2020-08-19,Phase 3,294744,1.014347414608965
Sligo County,35,2020,2020-08-26,Phase 3,257480,0.8861051363675471
Sligo County,36,2020,2020-09-02,Phase 3,291654,1.0037133270240042
Sligo County,37,2020,2020-09-09,Phase 3,292689,1.0072752301471222
Sligo County,38,2020,2020-09-16,Phase 3,300901,1.0355364363761508
Sligo County,39,2020,2020-09-23,Phase 3,285934,0.9840282199088015
Sligo County,40,2020,2020-09-30,Phase 3,267199,0.9195526112019272
Sligo County,41,2020,2020-10-07,Level 3,227150,0.7817258883248731
Sligo County,42,2020,2020-10-14,Level 3,238955,0.822352232642175
Sligo County,43,2020,2020-10-21,Level 5,181354,0.624121139120709
Sligo County,44,2020,2020-10-28,Level 5,189403,0.6518213886260001
Sligo County,45,2020,2020-11-04,Level 5,67794,0.2333098167426654
South Dublin,6,2020,2020-02-05,Pre-restrictions,7154956,1
South Dublin,7,2020,2020-02-12,Pre-restrictions,7149835,0.9992842723281596
South Dublin,8,2020,2020-02-19,Pre-restrictions,7358957,1.0285118454956257
South Dublin,9,2020,2020-02-26,Pre-restrictions,6467105,0.9038636995112199
South Dublin,10,2020,2020-03-04,Pre-restrictions,7375057,1.030762034036268
South Dublin,11,2020,2020-03-11,Pre-restrictions,5527529,0.7725454915446021
South Dublin,12,2020,2020-03-18,School Shutdown,4687585,0.6551521770364486
South Dublin,13,2020,2020-03-25,School Shutdown,2778115,0.3882784184836357
South Dublin,14,2020,2020-04-01,Full Restrictions,2158340,0.301656641913661
South Dublin,15,2020,2020-04-08,Full Restrictions,1817224,0.2539811565577762
South Dublin,16,2020,2020-04-15,Full Restrictions,2258705,0.31568398184419305
South Dublin,17,2020,2020-04-22,Full Restrictions,2391794,0.33428493480602817
South Dublin,18,2020,2020-04-29,Full Restrictions,1844122,0.2577405088165462
South Dublin,19,2020,2020-05-06,Full Restrictions,2802660,0.39170890778363976
South Dublin,20,2020,2020-05-13,Full Restrictions,3297829,0.4609153431551501
South Dublin,21,2020,2020-05-20,Phase 1,4090906,0.5717583727978202
South Dublin,22,2020,2020-05-27,Phase 1,3721728,0.5201608507445749
South Dublin,23,2020,2020-06-03,Phase 1,4750164,0.6638984222963775
South Dublin,24,2020,2020-06-10,Phase 2,5381145,0.7520863859959447
South Dublin,25,2020,2020-06-17,Phase 2,5661492,0.7912685975986435
South Dublin,26,2020,2020-06-24,Phase 2,5037173,0.7040117367598068
South Dublin,27,2020,2020-07-01,Phase 3,6309131,0.8817847377398268
South Dublin,28,2020,2020-07-08,Phase 3,6461930,0.9031404246231564
South Dublin,29,2020,2020-07-15,Phase 3,6587065,0.9206297005879561
South Dublin,30,2020,2020-07-22,Phase 3,6475559,0.9050452581399522
South Dublin,31,2020,2020-07-29,Phase 3,5165385,0.7219310642860697
South Dublin,32,2020,2020-08-05,Phase 3,6253140,0.8739592528591371
South Dublin,33,2020,2020-08-12,Phase 3,6167525,0.8619934210636655
South Dublin,34,2020,2020-08-19,Phase 3,6147029,0.8591288332171435
South Dublin,35,2020,2020-08-26,Phase 3,5401156,0.7548831886597206
South Dublin,36,2020,2020-09-02,Phase 3,6445515,0.900846210654545
South Dublin,37,2020,2020-09-09,Phase 3,6610734,0.9239377572692271
South Dublin,38,2020,2020-09-16,Phase 3,6109596,0.8538970749785184
South Dublin,39,2020,2020-09-23,Phase 3,5956221,0.832460884455474
South Dublin,40,2020,2020-09-30,Phase 3,4821394,0.6738537595479274
South Dublin,41,2020,2020-10-07,Level 3,4281742,0.5984302349308647
South Dublin,42,2020,2020-10-14,Level 3,5704043,0.7972156642193188
South Dublin,43,2020,2020-10-21,Level 5,3922593,0.5482343986461972
South Dublin,44,2020,2020-10-28,Level 5,4248129,0.5937323723584045
South Dublin,45,2020,2020-11-04,Level 5,1483353,0.20731825604518042
South Tipperary,6,2020,2020-02-05,Pre-restrictions,503939,1
South Tipperary,7,2020,2020-02-12,Pre-restrictions,522858,1.0375422422158238
South Tipperary,8,2020,2020-02-19,Pre-restrictions,533743,1.05914207870397
South Tipperary,9,2020,2020-02-26,Pre-restrictions,466037,0.9247885160703974
South Tipperary,10,2020,2020-03-04,Pre-restrictions,528207,1.0481566221308531
South Tipperary,11,2020,2020-03-11,Pre-restrictions,395539,0.7848946003385331
South Tipperary,12,2020,2020-03-18,School Shutdown,328333,0.6515332212827346
South Tipperary,13,2020,2020-03-25,School Shutdown,206003,0.4087855871444758
South Tipperary,14,2020,2020-04-01,Full Restrictions,180044,0.35727340015359
South Tipperary,15,2020,2020-04-08,Full Restrictions,146543,0.29079511607555675
South Tipperary,16,2020,2020-04-15,Full Restrictions,180756,0.3586862695683406
South Tipperary,17,2020,2020-04-22,Full Restrictions,194981,0.3869138923560193
South Tipperary,18,2020,2020-04-29,Full Restrictions,146744,0.291193973873822
South Tipperary,19,2020,2020-05-06,Full Restrictions,223139,0.44278970272195645
South Tipperary,20,2020,2020-05-13,Full Restrictions,251201,0.49847501384096093
South Tipperary,21,2020,2020-05-20,Phase 1,289122,0.573724200746519
South Tipperary,22,2020,2020-05-27,Phase 1,259641,0.515223072633791
South Tipperary,23,2020,2020-06-03,Phase 1,333279,0.6613479012340779
South Tipperary,24,2020,2020-06-10,Phase 2,368912,0.7320568560877407
South Tipperary,25,2020,2020-06-17,Phase 2,386758,0.7674698723456609
South Tipperary,26,2020,2020-06-24,Phase 2,351351,0.697209384469152
South Tipperary,27,2020,2020-07-01,Phase 3,436562,0.8662992941606028
South Tipperary,28,2020,2020-07-08,Phase 3,448899,0.8907804317586057
South Tipperary,29,2020,2020-07-15,Phase 3,474407,0.9413976691623391
South Tipperary,30,2020,2020-07-22,Phase 3,492957,0.9782076798977654
South Tipperary,31,2020,2020-07-29,Phase 3,413676,0.8208850674387178
South Tipperary,32,2020,2020-08-05,Phase 3,504761,1.0016311498018609
South Tipperary,33,2020,2020-08-12,Phase 3,496077,0.984398905423077
South Tipperary,34,2020,2020-08-19,Phase 3,471431,0.9354921925074265
South Tipperary,35,2020,2020-08-26,Phase 3,392785,0.7794296531921522
South Tipperary,36,2020,2020-09-02,Phase 3,468658,0.9299895423850902
South Tipperary,37,2020,2020-09-09,Phase 3,475166,0.9429038038334004
South Tipperary,38,2020,2020-09-16,Phase 3,474593,0.9417667614532711
South Tipperary,39,2020,2020-09-23,Phase 3,476807,0.9461601503356557
South Tipperary,40,2020,2020-09-30,Phase 3,455784,0.9044427996245578
South Tipperary,41,2020,2020-10-07,Level 3,382109,0.7582445494395155
South Tipperary,42,2020,2020-10-14,Level 3,392290,0.7784473914501556
South Tipperary,43,2020,2020-10-21,Level 5,289508,0.5744901664685607
South Tipperary,44,2020,2020-10-28,Level 5,308786,0.6127447964932263
South Tipperary,45,2020,2020-11-04,Level 5,110515,0.21930233619545222
Waterford County,6,2020,2020-02-05,Pre-restrictions,180173,1
Waterford County,7,2020,2020-02-12,Pre-restrictions,183529,1.0186265422677094
Waterford County,8,2020,2020-02-19,Pre-restrictions,191799,1.0645268713958251
Waterford County,9,2020,2020-02-26,Pre-restrictions,167860,0.9316601266560472
Waterford County,10,2020,2020-03-04,Pre-restrictions,192367,1.0676793970239713
Waterford County,11,2020,2020-03-11,Pre-restrictions,146952,0.8156161023016767
Waterford County,12,2020,2020-03-18,School Shutdown,125775,0.6980790684508777
Waterford County,13,2020,2020-03-25,School Shutdown,78025,0.4330560072818902
Waterford County,14,2020,2020-04-01,Full Restrictions,66012,0.3663812002908316
Waterford County,15,2020,2020-04-08,Full Restrictions,57835,0.320997041732113
Waterford County,16,2020,2020-04-15,Full Restrictions,69072,0.38336487709035205
Waterford County,17,2020,2020-04-22,Full Restrictions,72216,0.40081477246868286
Waterford County,18,2020,2020-04-29,Full Restrictions,55668,0.30896971244304083
Waterford County,19,2020,2020-05-06,Full Restrictions,82538,0.4581041554505947
Waterford County,20,2020,2020-05-13,Full Restrictions,93282,0.517735731768911
Waterford County,21,2020,2020-05-20,Phase 1,108713,0.6033811947406104
Waterford County,22,2020,2020-05-27,Phase 1,96663,0.5365010295660282
Waterford County,23,2020,2020-06-03,Phase 1,123995,0.688199674757039
Waterford County,24,2020,2020-06-10,Phase 2,139906,0.7765092438933692
Waterford County,25,2020,2020-06-17,Phase 2,144625,0.8027007376243943
Waterford County,26,2020,2020-06-24,Phase 2,130673,0.7252640517724631
Waterford County,27,2020,2020-07-01,Phase 3,141404,0.7848234752154873
Waterford County,28,2020,2020-07-08,Phase 3,149209,0.8281429514966171
Waterford County,29,2020,2020-07-15,Phase 3,161832,0.8982033934052271
Waterford County,30,2020,2020-07-22,Phase 3,159426,0.884849561255016
Waterford County,31,2020,2020-07-29,Phase 3,156710,0.8697751605401475
Waterford County,32,2020,2020-08-05,Phase 3,204232,1.1335327712809355
Waterford County,33,2020,2020-08-12,Phase 3,198122,1.0996209198936577
Waterford County,34,2020,2020-08-19,Phase 3,183435,1.0181048214771358
Waterford County,35,2020,2020-08-26,Phase 3,176909,0.9818840780805115
Waterford County,36,2020,2020-09-02,Phase 3,254511,1.412592341804821
Waterford County,37,2020,2020-09-09,Phase 3,248531,1.379402019170464
Waterford County,38,2020,2020-09-16,Phase 3,253856,1.4089569469343353
Waterford County,39,2020,2020-09-23,Phase 3,237411,1.3176835596898537
Waterford County,40,2020,2020-09-30,Phase 3,222293,1.2337753159463405
Waterford County,41,2020,2020-10-07,Level 3,189968,1.0543644164219945
Waterford County,42,2020,2020-10-14,Level 3,201968,1.120967070537761
Waterford County,43,2020,2020-10-21,Level 5,155408,0.8625487725685869
Waterford County,44,2020,2020-10-28,Level 5,153033,0.8493669972748414
Waterford County,45,2020,2020-11-04,Level 5,55642,0.30882540669245667
Westmeath County,6,2020,2020-02-05,Pre-restrictions,1316175,1
Westmeath County,7,2020,2020-02-12,Pre-restrictions,1340808,1.0187155963302752
Westmeath County,8,2020,2020-02-19,Pre-restrictions,1443102,1.0964362641745968
Westmeath County,9,2020,2020-02-26,Pre-restrictions,1216762,0.9244682508025148
Westmeath County,10,2020,2020-03-04,Pre-restrictions,1357402,1.0313233422607175
Westmeath County,11,2020,2020-03-11,Pre-restrictions,983317,0.7471020191084012
Westmeath County,12,2020,2020-03-18,School Shutdown,772366,0.5868262199175641
Westmeath County,13,2020,2020-03-25,School Shutdown,477212,0.36257488555853135
Westmeath County,14,2020,2020-04-01,Full Restrictions,386951,0.2939966189906357
Westmeath County,15,2020,2020-04-08,Full Restrictions,331523,0.25188367808232187
Westmeath County,16,2020,2020-04-15,Full Restrictions,405703,0.3082439645183961
Westmeath County,17,2020,2020-04-22,Full Restrictions,428462,0.32553573802875757
Westmeath County,18,2020,2020-04-29,Full Restrictions,342175,0.2599768267897506
Westmeath County,19,2020,2020-05-06,Full Restrictions,527675,0.4009155317491975
Westmeath County,20,2020,2020-05-13,Full Restrictions,605482,0.4600315307614869
Westmeath County,21,2020,2020-05-20,Phase 1,727588,0.5528049081619085
Westmeath County,22,2020,2020-05-27,Phase 1,656384,0.49870571922426726
Westmeath County,23,2020,2020-06-03,Phase 1,790161,0.6003464584876631
Westmeath County,24,2020,2020-06-10,Phase 2,879758,0.6684202328717685
Westmeath County,25,2020,2020-06-17,Phase 2,938879,0.7133390316637225
Westmeath County,26,2020,2020-06-24,Phase 2,858098,0.6519634547077706
Westmeath County,27,2020,2020-07-01,Phase 3,1149534,0.8733899367485327
Westmeath County,28,2020,2020-07-08,Phase 3,1193706,0.9069508234087412
Westmeath County,29,2020,2020-07-15,Phase 3,1235676,0.9388386802666818
Westmeath County,30,2020,2020-07-22,Phase 3,1246191,0.9468277394723346
Westmeath County,31,2020,2020-07-29,Phase 3,1104818,0.8394157311907611
Westmeath County,32,2020,2020-08-05,Phase 3,1295442,0.9842475354721066
Westmeath County,33,2020,2020-08-12,Phase 3,1274977,0.968698691283454
Westmeath County,34,2020,2020-08-19,Phase 3,1275013,0.9687260432693221
Westmeath County,35,2020,2020-08-26,Phase 3,1088754,0.8272106672744886
Westmeath County,36,2020,2020-09-02,Phase 3,1183094,0.8988880657967215
Westmeath County,37,2020,2020-09-09,Phase 3,1205364,0.9158083081657075
Westmeath County,38,2020,2020-09-16,Phase 3,1163434,0.8839508424031759
Westmeath County,39,2020,2020-09-23,Phase 3,1133021,0.8608437327862937
Westmeath County,40,2020,2020-09-30,Phase 3,1101879,0.8371827454555815
Westmeath County,41,2020,2020-10-07,Level 3,929523,0.7062305544475469
Westmeath County,42,2020,2020-10-14,Level 3,982416,0.7464174596843125
Westmeath County,43,2020,2020-10-21,Level 5,771150,0.5859023306171292
Westmeath County,44,2020,2020-10-28,Level 5,829585,0.630299922122818
Westmeath County,45,2020,2020-11-04,Level 5,282088,0.2143240830436682
Wexford County,6,2020,2020-02-05,Pre-restrictions,397999,1
Wexford County,7,2020,2020-02-12,Pre-restrictions,406275,1.020794022095533
Wexford County,8,2020,2020-02-19,Pre-restrictions,421786,1.0597664818253312
Wexford County,9,2020,2020-02-26,Pre-restrictions,370894,0.93189681381109
Wexford County,10,2020,2020-03-04,Pre-restrictions,422255,1.0609448767459215
Wexford County,11,2020,2020-03-11,Pre-restrictions,330157,0.8295422852821238
Wexford County,12,2020,2020-03-18,School Shutdown,277949,0.6983660762966741
Wexford County,13,2020,2020-03-25,School Shutdown,169515,0.4259181555732552
Wexford County,14,2020,2020-04-01,Full Restrictions,138521,0.3480435880492162
Wexford County,15,2020,2020-04-08,Full Restrictions,116526,0.29277963009957314
Wexford County,16,2020,2020-04-15,Full Restrictions,140134,0.3520963620511609
Wexford County,17,2020,2020-04-22,Full Restrictions,146552,0.36822203070861986
Wexford County,18,2020,2020-04-29,Full Restrictions,113297,0.28466654438830247
Wexford County,19,2020,2020-05-06,Full Restrictions,171035,0.4297372606463835
Wexford County,20,2020,2020-05-13,Full Restrictions,199164,0.5004133176214011
Wexford County,21,2020,2020-05-20,Phase 1,237906,0.5977552707418863
Wexford County,22,2020,2020-05-27,Phase 1,214854,0.5398355272249428
Wexford County,23,2020,2020-06-03,Phase 1,279304,0.7017706074638379
Wexford County,24,2020,2020-06-10,Phase 2,314128,0.7892683147445094
Wexford County,25,2020,2020-06-17,Phase 2,329240,0.8272382593926115
Wexford County,26,2020,2020-06-24,Phase 2,303772,0.7632481488646956
Wexford County,27,2020,2020-07-01,Phase 3,405829,1.019673416264865
Wexford County,28,2020,2020-07-08,Phase 3,388024,0.9749371229575954
Wexford County,29,2020,2020-07-15,Phase 3,405020,1.017640747841075
Wexford County,30,2020,2020-07-22,Phase 3,399491,1.0037487531375706
Wexford County,31,2020,2020-07-29,Phase 3,252061,0.6333206867353938
Wexford County,32,2020,2020-08-05,Phase 3,243979,0.6130141030505102
Wexford County,33,2020,2020-08-12,Phase 3,283771,0.7129942537544064
Wexford County,34,2020,2020-08-19,Phase 3,266500,0.6695996723609858
Wexford County,35,2020,2020-08-26,Phase 3,247310,0.6213834708127407
Wexford County,36,2020,2020-09-02,Phase 3,373592,0.9386757253158927
Wexford County,37,2020,2020-09-09,Phase 3,373514,0.9384797449239822
Wexford County,38,2020,2020-09-16,Phase 3,369542,0.9284998203513074
Wexford County,39,2020,2020-09-23,Phase 3,351929,0.884245940316433
Wexford County,40,2020,2020-09-30,Phase 3,338817,0.851301133922447
Wexford County,41,2020,2020-10-07,Level 3,303502,0.7625697552003899
Wexford County,42,2020,2020-10-14,Level 3,304147,0.7641903622873424
Wexford County,43,2020,2020-10-21,Level 5,230340,0.5787451727265647
Wexford County,44,2020,2020-10-28,Level 5,241843,0.6076472553951141
Wexford County,45,2020,2020-11-04,Level 5,85793,0.21556084311769627
Wicklow County,6,2020,2020-02-05,Pre-restrictions,1129975,1
Wicklow County,7,2020,2020-02-12,Pre-restrictions,1144867,1.0131790526339077
Wicklow County,8,2020,2020-02-19,Pre-restrictions,1190181,1.0532808247970087
Wicklow County,9,2020,2020-02-26,Pre-restrictions,1036588,0.9173548087347065
Wicklow County,10,2020,2020-03-04,Pre-restrictions,1184346,1.0481169937387995
Wicklow County,11,2020,2020-03-11,Pre-restrictions,928592,0.8217810128542666
Wicklow County,12,2020,2020-03-18,School Shutdown,800389,0.7083245204539923
Wicklow County,13,2020,2020-03-25,School Shutdown,452853,0.40076373371092283
Wicklow County,14,2020,2020-04-01,Full Restrictions,327498,0.28982765105422686
Wicklow County,15,2020,2020-04-08,Full Restrictions,264415,0.2340007522290316
Wicklow County,16,2020,2020-04-15,Full Restrictions,333512,0.2951498926967411
Wicklow County,17,2020,2020-04-22,Full Restrictions,357970,0.3167946193499856
Wicklow County,18,2020,2020-04-29,Full Restrictions,266887,0.23618841124803647
Wicklow County,19,2020,2020-05-06,Full Restrictions,418331,0.37021261532334787
Wicklow County,20,2020,2020-05-13,Full Restrictions,503924,0.44596030885639065
Wicklow County,21,2020,2020-05-20,Phase 1,640604,0.5669187371402022
Wicklow County,22,2020,2020-05-27,Phase 1,586355,0.5189097103918229
Wicklow County,23,2020,2020-06-03,Phase 1,757095,0.6700103984601429
Wicklow County,24,2020,2020-06-10,Phase 2,869714,0.7696754352972411
Wicklow County,25,2020,2020-06-17,Phase 2,926839,0.8202296510984757
Wicklow County,26,2020,2020-06-24,Phase 2,871186,0.7709781189849333
Wicklow County,27,2020,2020-07-01,Phase 3,1184393,1.0481585875793713
Wicklow County,28,2020,2020-07-08,Phase 3,1223051,1.0823699639372553
Wicklow County,29,2020,2020-07-15,Phase 3,1275897,1.129137370295803
Wicklow County,30,2020,2020-07-22,Phase 3,1247305,1.103834155622912
Wicklow County,31,2020,2020-07-29,Phase 3,1054843,0.9335100334078188
Wicklow County,32,2020,2020-08-05,Phase 3,1296905,1.147728932056019
Wicklow County,33,2020,2020-08-12,Phase 3,1267187,1.1214292351600699
Wicklow County,34,2020,2020-08-19,Phase 3,1186810,1.0502975729551538
Wicklow County,35,2020,2020-08-26,Phase 3,1024369,0.9065412951613974
Wicklow County,36,2020,2020-09-02,Phase 3,1167965,1.0336202128365672
Wicklow County,37,2020,2020-09-09,Phase 3,1192360,1.055209186043939
Wicklow County,38,2020,2020-09-16,Phase 3,1089274,0.9639806190402442
Wicklow County,39,2020,2020-09-23,Phase 3,1011131,0.8948259917254806
Wicklow County,40,2020,2020-09-30,Phase 3,998287,0.8834593685701011
Wicklow County,41,2020,2020-10-07,Level 3,862392,0.7631956459213699
Wicklow County,42,2020,2020-10-14,Level 3,919492,0.8137277373393217
Wicklow County,43,2020,2020-10-21,Level 5,673603,0.596122038098188
Wicklow County,44,2020,2020-10-28,Level 5,725083,0.6416805681541627
Wicklow County,45,2020,2020-11-04,Level 5,264431,0.23401491183433262
